DCID,Gender,Married,Dependents,Education,SelfEmployed,ApplicantIncome,CoapplicantIncome,DebtConsolidationAmount,Tenor,CreditHistory,PropertyArea,FacilityStatus
DC000327,Male,Yes,0,Graduate,No,326000,91800,436000,18,1,Semiurban,Yes
DC000328,Male,Yes,3,Graduate,No,327000,91900,437000,12,1,Semiurban,Yes
DC000329,Male,Yes,1,Graduate,No,328000,92000,438000,36,1,Semiurban,Yes
DC000330,Male,Yes,2,Graduate,No,329000,92100,439000,36,1,Semiurban,Yes
DC000331,Female,No,3,Not Graduate,Yes,25080,34580,115000,36,0,Rural,No
DC000332,Female,No,0,Graduate,No,330000,92200,440000,36,1,Semiurban,Yes
DC000333,Male,Yes,3,Not Graduate,Yes,25100,34560,117000,36,0,Rural,No
DC000334,Female,No,0,Graduate,No,331000,92300,441000,36,1,Semiurban,Yes
DC000335,Male,Yes,1,Not Graduate,Yes,25120,34540,119000,36,0,Rural,No
DC000336,Male,Yes,3,Not Graduate,Yes,25130,34530,120000,36,0,Rural,No
DC000337,Male,Yes,2,Graduate,No,332000,92400,442000,36,1,Semiurban,Yes
DC000338,Male,Yes,0,Graduate,No,333000,92500,443000,36,1,Semiurban,Yes
DC000339,Male,Yes,0,Not Graduate,Yes,25160,34500,123000,36,0,Rural,No
DC000340,Male,Yes,2,Not Graduate,Yes,25170,34490,124000,36,0,Rural,No
DC000341,Male,Yes,0,Graduate,No,334000,92600,444000,36,1,Semiurban,Yes
DC000342,Male,Yes,0,Graduate,No,335000,92700,445000,36,1,Semiurban,Yes
DC000343,Male,Yes,0,Graduate,Yes,277850,112652,975000,36,1,Urban,Yes
DC000344,Male,No,0,Graduate,No,336000,92800,446000,36,1,Semiurban,Yes
DC000345,Male,Yes,3,Graduate,No,337000,92900,447000,36,1,Semiurban,Yes
DC000346,Female,Yes,0,Graduate,No,338000,93000,448000,36,1,Semiurban,Yes
DC000347,Female,Yes,0,Graduate,No,339000,93100,449000,36,1,Semiurban,Yes
DC000348,Female,No,2,Graduate,No,340000,93200,450000,18,1,Semiurban,Yes
DC000349,Male,Yes,2,Graduate,No,341000,93300,451000,36,1,Semiurban,Yes
DC000350,Male,Yes,1,Graduate,No,342000,93400,452000,36,1,Semiurban,Yes
DC000351,Male,Yes,0,Not Graduate,Yes,25280,34380,135000,48,0,Rural,No
DC000352,Male,Yes,3,Graduate,No,343000,93500,453000,36,1,Semiurban,Yes
DC000353,Female,No,1,Graduate,No,344000,93600,454000,36,1,Semiurban,Yes
DC000354,Male,Yes,2,Graduate,No,345000,93700,455000,36,1,Semiurban,Yes
DC000355,Male,Yes,0,Graduate,No,346000,93800,456000,36,1,Semiurban,Yes
DC000356,Male,Yes,0,Graduate,No,347000,93900,457000,30,1,Semiurban,Yes
DC000357,Male,No,0,Graduate,No,348000,94000,458000,36,1,Semiurban,Yes
DC000358,Male,No,0,Not Graduate,Yes,25350,34310,142000,36,0,Rural,No
DC000359,Male,No,0,Graduate,No,349000,94100,459000,48,1,Semiurban,Yes
DC000360,Male,No,0,Graduate,No,350000,94200,460000,24,1,Semiurban,Yes
DC000361,Male,Yes,1,Graduate,No,351000,94300,461000,36,1,Semiurban,Yes
DC000362,Male,Yes,0,Graduate,No,352000,94400,462000,36,1,Semiurban,Yes
DC000363,Female,No,0,Graduate,No,353000,94500,463000,36,1,Semiurban,Yes
DC000364,Male,Yes,2,Graduate,No,354000,94600,464000,36,1,Semiurban,Yes
DC000365,Male,Yes,2,Graduate,No,355000,94700,465000,30,1,Semiurban,Yes
DC000366,Male,No,1,Graduate,No,356000,94800,466000,18,1,Semiurban,Yes
DC000367,Female,No,0,Graduate,No,357000,94900,467000,36,1,Semiurban,Yes
DC000368,Male,Yes,0,Graduate,No,358000,95000,468000,18,1,Semiurban,Yes
DC000369,Male,Yes,3,Graduate,No,359000,95100,469000,36,1,Semiurban,Yes
DC000370,Male,Yes,0,Graduate,No,360000,95200,470000,36,1,Semiurban,Yes
DC000371,Male,No,0,Graduate,No,361000,95300,471000,48,1,Semiurban,Yes
DC000372,Male,Yes,2,Graduate,No,362000,95400,472000,36,1,Semiurban,Yes
DC000373,Male,Yes,0,Graduate,No,363000,95500,473000,36,1,Semiurban,Yes
DC000374,Male,No,0,Graduate,No,364000,95600,474000,36,1,Semiurban,Yes
DC000375,Female,No,0,Graduate,No,365000,95700,475000,36,1,Semiurban,Yes
DC000376,Male,No,0,Graduate,No,366000,95800,476000,36,1,Semiurban,Yes
DC000377,Male,Yes,2,Graduate,No,367000,95900,477000,36,1,Semiurban,Yes
DC000378,Male,No,1,Graduate,No,368000,96000,478000,18,1,Semiurban,Yes
DC000379,Male,No,0,Not Graduate,Yes,25560,34100,163000,36,0,Rural,No
DC000380,Male,Yes,0,Not Graduate,Yes,25570,34090,164000,36,0,Rural,No
DC000381,Male,Yes,0,Graduate,No,369000,96100,479000,36,1,Semiurban,Yes
DC000382,Male,Yes,0,Graduate,No,370000,96200,480000,36,1,Semiurban,Yes
DC000383,Male,No,3,Graduate,No,371000,96300,481000,36,1,Semiurban,Yes
DC000384,Male,Yes,3,Graduate,No,372000,96400,482000,36,1,Semiurban,Yes
DC000385,Male,Yes,0,Graduate,No,373000,96500,483000,36,1,Semiurban,Yes
DC000386,Male,Yes,2,Not Graduate,Yes,25630,34030,170000,18,0,Rural,No
DC000387,Male,Yes,2,Graduate,No,374000,96600,484000,36,1,Semiurban,Yes
DC000388,Male,Yes,2,Graduate,No,375000,96700,485000,36,1,Semiurban,Yes
DC000389,Female,No,0,Graduate,No,376000,96800,486000,36,1,Semiurban,Yes
DC000390,Male,Yes,0,Graduate,No,377000,96900,487000,36,1,Semiurban,Yes
DC000391,Male,No,0,Not Graduate,Yes,25680,33980,175000,36,0,Rural,No
DC000392,Female,No,0,Graduate,No,378000,97000,488000,36,1,Semiurban,Yes
DC000393,Male,Yes,2,Not Graduate,Yes,25700,33960,177000,18,0,Rural,No
DC000394,Male,No,0,Not Graduate,Yes,25710,33950,178000,30,0,Rural,No
DC000395,Male,No,0,Graduate,No,379000,97100,489000,36,1,Semiurban,Yes
DC000396,Female,No,0,Not Graduate,Yes,25730,33930,180000,36,0,Rural,No
DC000397,Female,No,0,Graduate,No,380000,97200,490000,36,1,Semiurban,Yes
DC000398,Female,No,0,Graduate,No,381000,97300,491000,36,1,Semiurban,Yes
DC000399,Male,Yes,0,Not Graduate,Yes,25760,33900,183000,36,0,Rural,No
DC000400,Female,No,0,Not Graduate,Yes,25770,33890,184000,36,0,Rural,No
DC000401,Male,Yes,1,Graduate,No,382000,97400,492000,30,1,Semiurban,Yes
DC000402,Male,Yes,3,Graduate,No,383000,249100,493000,36,1,Semiurban,Yes
DC000403,Female,No,1,Not Graduate,Yes,25800,33860,187000,36,0,Rural,No
DC000404,Male,Yes,0,Graduate,No,384000,249200,494000,36,1,Semiurban,Yes
DC000405,Male,Yes,0,Not Graduate,Yes,25820,33840,189000,36,0,Rural,No
DC000406,Male,Yes,0,Not Graduate,Yes,25830,33830,190000,36,0,Rural,No
DC000407,Female,Yes,0,Not Graduate,Yes,25840,33820,191000,36,0,Rural,No
DC000408,Female,No,0,Graduate,No,385000,249300,495000,36,1,Semiurban,Yes
DC000409,Female,No,1,Graduate,No,386000,249400,496000,36,1,Semiurban,Yes
DC000410,Male,Yes,2,Graduate,No,387000,249500,497000,36,1,Semiurban,Yes
DC000411,Male,Yes,0,Graduate,No,388000,249600,498000,36,1,Semiurban,Yes
DC000412,Male,Yes,0,Graduate,No,389000,249700,499000,36,1,Semiurban,Yes
DC000413,Male,Yes,0,Graduate,No,390000,249800,500000,36,1,Semiurban,Yes
DC000414,Female,No,0,Not Graduate,Yes,35410,33750,198000,24,0,Rural,No
DC000415,Male,Yes,0,Graduate,No,391000,249900,501000,36,1,Semiurban,Yes
DC000416,Male,Yes,1,Graduate,No,392000,250000,502000,24,1,Semiurban,Yes
DC000417,Male,Yes,0,Graduate,No,393000,250100,503000,36,1,Semiurban,Yes
DC000418,Male,Yes,0,Graduate,No,394000,250200,504000,36,1,Semiurban,Yes
DC000419,Female,No,1,Not Graduate,Yes,35510,33700,100000,36,0,Rural,No
DC000420,Male,Yes,2,Graduate,No,395000,250300,505000,36,1,Semiurban,Yes
DC000421,Male,Yes,0,Graduate,No,396000,250400,506000,36,1,Semiurban,Yes
DC000422,Male,No,0,Not Graduate,Yes,35570,33670,103000,18,0,Rural,No
DC000423,Female,No,1,Graduate,No,397000,250500,507000,36,1,Semiurban,Yes
DC000424,Male,No,0,Graduate,No,398000,250600,508000,36,1,Semiurban,Yes
DC000425,Male,No,0,Graduate,No,399000,250700,509000,36,1,Semiurban,Yes
DC000426,Male,Yes,0,Graduate,No,400000,250800,510000,36,1,Semiurban,Yes
DC000427,Male,No,0,Graduate,No,401000,250900,511000,36,1,Semiurban,Yes
DC000428,Male,No,0,Graduate,No,402000,251000,512000,36,1,Semiurban,Yes
DC000429,Male,Yes,0,Graduate,No,403000,251100,513000,36,1,Semiurban,Yes
DC000430,Male,No,0,Graduate,No,404000,251200,514000,24,1,Semiurban,Yes
DC000431,Female,Yes,0,Not Graduate,Yes,35750,33580,112000,36,0,Rural,No
DC000432,Male,No,0,Graduate,No,405000,251300,515000,36,1,Semiurban,Yes
DC000433,Male,Yes,0,Graduate,No,406000,251400,516000,36,1,Semiurban,Yes
DC000434,Male,No,3,Not Graduate,Yes,35810,33550,115000,24,0,Rural,No
DC000435,Male,No,1,Graduate,No,407000,251500,517000,36,1,Semiurban,Yes
DC000436,Male,Yes,0,Graduate,No,408000,251600,518000,30,1,Semiurban,Yes
DC000437,Male,Yes,1,Graduate,No,409000,251700,519000,36,1,Semiurban,Yes
DC000438,Male,Yes,2,Not Graduate,Yes,35890,33510,119000,36,0,Rural,No
DC000439,Male,Yes,0,Graduate,No,410000,251800,520000,36,1,Semiurban,Yes
DC000440,Male,Yes,2,Graduate,No,411000,251900,521000,36,1,Semiurban,Yes
DC000441,Male,No,1,Not Graduate,Yes,35950,33480,122000,36,0,Rural,No
DC000442,Male,Yes,2,Not Graduate,Yes,35970,33470,123000,36,0,Rural,No
DC000443,Male,Yes,2,Not Graduate,Yes,35990,33460,124000,30,0,Rural,No
DC000444,Male,Yes,0,Graduate,No,412000,252000,522000,36,1,Semiurban,Yes
DC000445,Male,Yes,0,Graduate,No,413000,252100,523000,18,1,Semiurban,Yes
DC000446,Male,No,0,Graduate,No,414000,252200,524000,36,1,Semiurban,Yes
DC000447,Male,Yes,2,Graduate,No,415000,252300,525000,36,1,Semiurban,Yes
DC000448,Male,Yes,0,Graduate,No,416000,252400,526000,36,1,Semiurban,Yes
DC000449,Male,Yes,0,Graduate,No,417000,252500,527000,36,1,Semiurban,Yes
DC000450,Male,No,2,Graduate,No,418000,252600,528000,36,1,Semiurban,Yes
DC000451,Male,Yes,0,Graduate,No,419000,252700,529000,36,1,Semiurban,Yes
DC000452,Male,Yes,3,Graduate,No,420000,252800,530000,18,1,Semiurban,Yes
DC000453,Male,Yes,0,Graduate,No,421000,252900,531000,36,1,Semiurban,Yes
DC000454,Female,No,1,Not Graduate,Yes,36210,33350,135000,36,0,Rural,No
DC000455,Male,No,0,Graduate,No,422000,253000,532000,36,1,Semiurban,Yes
DC000456,Male,No,0,Graduate,No,423000,253100,533000,36,1,Semiurban,Yes
DC000457,Male,Yes,3,Not Graduate,Yes,36270,33320,138000,18,0,Rural,No
DC000458,Female,Yes,2,Not Graduate,Yes,36290,33310,139000,36,0,Rural,No
DC000459,Male,Yes,0,Graduate,No,424000,253200,534000,36,1,Semiurban,Yes
DC000460,Male,Yes,1,Graduate,No,425000,253300,535000,36,1,Semiurban,Yes
DC000461,Male,Yes,1,Not Graduate,Yes,36350,33280,142000,18,0,Rural,No
DC000462,Male,Yes,3,Graduate,No,426000,253400,536000,36,1,Semiurban,Yes
DC000463,Female,No,0,Graduate,No,427000,253500,537000,36,1,Semiurban,Yes
DC000464,Male,No,2,Graduate,No,428000,253600,538000,36,1,Semiurban,Yes
DC000465,Male,Yes,2,Graduate,No,429000,253700,539000,36,1,Semiurban,Yes
DC000466,Male,Yes,2,Graduate,No,430000,253800,540000,30,1,Semiurban,Yes
DC000467,Male,Yes,1,Graduate,No,431000,253900,541000,36,1,Semiurban,Yes
DC000468,Male,Yes,2,Graduate,No,432000,254000,542000,36,1,Semiurban,Yes
DC000469,Female,No,0,Not Graduate,Yes,36510,33200,150000,36,0,Rural,No
DC000470,Male,Yes,3,Not Graduate,Yes,36530,33190,151000,36,0,Rural,No
DC000471,Male,Yes,0,Graduate,No,433000,254100,543000,36,1,Semiurban,Yes
DC000472,Male,Yes,0,Graduate,No,434000,254200,544000,36,1,Semiurban,Yes
DC000473,Male,Yes,2,Graduate,No,435000,254300,545000,36,1,Semiurban,Yes
DC000474,Male,Yes,1,Not Graduate,Yes,36610,33150,155000,36,0,Rural,No
DC000475,Male,No,2,Graduate,No,436000,254400,546000,36,1,Semiurban,Yes
DC000476,Male,Yes,1,Graduate,No,437000,254500,547000,36,1,Semiurban,Yes
DC000477,Male,Yes,2,Graduate,No,438000,254600,548000,36,1,Semiurban,Yes
DC000478,Male,No,0,Graduate,No,439000,254700,549000,36,1,Semiurban,Yes
DC000479,Male,No,0,Not Graduate,Yes,36710,33100,160000,36,0,Rural,No
DC000480,Male,Yes,1,Not Graduate,Yes,36730,33090,161000,36,0,Rural,No
DC000481,Male,No,0,Not Graduate,Yes,36750,33080,162000,36,0,Rural,No
DC000482,Female,No,0,Not Graduate,Yes,36770,33070,163000,36,0,Rural,No
DC000483,Male,Yes,0,Graduate,No,440000,254800,550000,36,1,Semiurban,Yes
DC000484,Female,Yes,1,Graduate,No,441000,254900,551000,24,1,Semiurban,Yes
DC000485,Male,Yes,0,Not Graduate,Yes,36830,33040,166000,36,0,Rural,No
DC000486,Male,Yes,0,Graduate,No,442000,255000,552000,24,1,Semiurban,Yes
DC000487,Male,Yes,1,Graduate,No,443000,255100,553000,36,1,Semiurban,Yes
DC000488,Male,No,0,Graduate,No,444000,255200,554000,36,1,Semiurban,Yes
DC000489,Female,No,0,Graduate,No,445000,255300,555000,48,1,Semiurban,Yes
DC000490,Female,No,0,Graduate,No,446000,255400,556000,36,1,Semiurban,Yes
DC000491,Male,Yes,2,Graduate,No,447000,255500,557000,36,1,Semiurban,Yes
DC000492,Male,Yes,1,Not Graduate,Yes,36970,32970,173000,36,0,Rural,No
DC000493,Male,Yes,0,Not Graduate,Yes,36990,32960,174000,30,0,Rural,No
DC000494,Male,Yes,2,Graduate,No,448000,255600,558000,36,1,Semiurban,Yes
DC000495,Male,Yes,0,Graduate,No,449000,255700,559000,36,1,Semiurban,Yes
DC000496,Male,Yes,0,Graduate,No,450000,255800,560000,36,1,Urban,Yes
DC000497,Female,No,1,Graduate,No,451000,255900,561000,36,1,Urban,Yes
DC000498,Male,No,0,Not Graduate,Yes,37090,32910,179000,36,0,Rural,No
DC000499,Male,Yes,1,Graduate,No,452000,256000,562000,36,1,Urban,Yes
DC000500,Male,Yes,2,Graduate,No,453000,256100,563000,36,1,Urban,Yes
DC000501,Male,Yes,0,Graduate,No,454000,256200,564000,18,1,Urban,Yes
DC000502,Male,No,0,Graduate,No,455000,256300,565000,36,1,Urban,Yes
DC000503,Male,Yes,3,Graduate,No,456000,256400,566000,36,1,Urban,Yes
DC000504,Female,Yes,2,Graduate,No,457000,256500,567000,48,1,Urban,Yes
DC000505,Male,Yes,0,Not Graduate,Yes,37230,32840,186000,36,0,Rural,No
DC000506,Male,No,0,Graduate,No,458000,256600,568000,36,1,Urban,Yes
DC000507,Female,No,0,Not Graduate,Yes,37270,32820,188000,36,0,Rural,No
DC000508,Male,Yes,2,Not Graduate,Yes,37290,32810,189000,36,0,Rural,No
DC000509,Male,No,0,Graduate,No,459000,256700,569000,36,1,Urban,Yes
DC000510,Male,Yes,3,Graduate,No,460000,256800,570000,36,1,Urban,Yes
DC000511,Male,Yes,2,Graduate,No,461000,256900,571000,36,1,Urban,Yes
DC000512,Male,No,0,Graduate,No,462000,257000,572000,36,1,Urban,Yes
DC000513,Male,Yes,2,Graduate,No,463000,257100,573000,36,1,Urban,Yes
DC000514,Male,Yes,0,Graduate,No,464000,257200,574000,36,1,Urban,Yes
DC000515,Male,Yes,1,Not Graduate,Yes,37430,32740,196000,36,0,Rural,No
DC000516,Male,No,1,Not Graduate,Yes,37450,32730,197000,36,0,Rural,No
DC000517,Male,No,0,Not Graduate,Yes,37470,32720,198000,36,0,Rural,No
DC000518,Male,Yes,0,Graduate,No,465000,257300,575000,24,1,Urban,Yes
DC000519,Male,Yes,3,Graduate,No,466000,257400,576000,36,1,Urban,Yes
DC000520,Male,No,2,Graduate,No,467000,257500,577000,36,1,Urban,Yes
DC000521,Male,No,1,Graduate,No,468000,257600,578000,36,1,Urban,Yes
DC000522,Female,No,0,Not Graduate,Yes,37570,32670,100000,36,0,Rural,No
DC000523,Male,No,0,Not Graduate,Yes,37590,32660,101000,36,0,Rural,No
DC000524,Male,Yes,0,Graduate,No,469000,257700,579000,36,1,Urban,Yes
DC000525,Male,No,2,Graduate,No,470000,257800,580000,36,1,Urban,Yes
DC000526,Male,Yes,0,Not Graduate,Yes,37650,32630,104000,36,0,Rural,No
DC000527,Male,Yes,3,Graduate,No,471000,257900,581000,18,1,Urban,Yes
DC000528,Female,Yes,1,Graduate,No,472000,258000,582000,18,1,Urban,Yes
DC000529,Female,No,0,Graduate,No,473000,258100,583000,36,1,Urban,Yes
DC000530,Female,No,1,Graduate,No,474000,258200,584000,36,1,Urban,Yes
DC000531,Male,Yes,1,Not Graduate,Yes,37750,32580,109000,36,0,Rural,No
DC000532,Female,Yes,0,Not Graduate,Yes,37770,32570,110000,36,0,Rural,No
DC000533,Male,Yes,0,Graduate,No,475000,258300,585000,36,1,Urban,Yes
DC000534,Male,No,0,Not Graduate,Yes,37810,32550,112000,24,0,Rural,No
DC000535,Male,No,0,Graduate,No,476000,258400,586000,36,1,Urban,Yes
DC000536,Female,No,0,Graduate,No,477000,258500,587000,36,1,Urban,Yes
DC000537,Male,Yes,0,Graduate,No,478000,258600,588000,36,1,Urban,Yes
DC000538,Male,Yes,2,Graduate,No,479000,258700,589000,36,1,Urban,Yes
DC000539,Male,Yes,1,Not Graduate,Yes,37910,32500,117000,36,0,Rural,No
DC000540,Male,Yes,1,Graduate,No,480000,258800,590000,36,1,Urban,Yes
DC000541,Male,Yes,0,Not Graduate,Yes,37950,32480,119000,36,0,Rural,No
DC000542,Male,Yes,0,Graduate,No,481000,258900,591000,18,1,Urban,Yes
DC000543,Male,Yes,1,Graduate,No,482000,259000,592000,36,1,Urban,Yes
DC000544,Female,No,0,Graduate,No,483000,259100,593000,36,1,Urban,Yes
DC000545,Male,Yes,3,Graduate,No,484000,259200,594000,36,1,Urban,Yes
DC000546,Male,Yes,0,Graduate,No,485000,259300,595000,36,1,Urban,Yes
DC000547,Female,Yes,0,Graduate,No,486000,259400,596000,36,1,Urban,Yes
DC000548,Male,Yes,2,Not Graduate,Yes,38090,32410,126000,36,0,Rural,No
DC000549,Female,Yes,1,Graduate,No,487000,259500,597000,36,1,Urban,Yes
DC000550,Male,Yes,0,Graduate,No,488000,259600,598000,36,1,Urban,Yes
DC000551,Male,No,0,Not Graduate,Yes,38150,32380,129000,36,0,Rural,No
DC000552,Male,Yes,2,Graduate,No,489000,259700,599000,36,1,Urban,Yes
DC000553,Male,Yes,0,Not Graduate,Yes,38190,32360,131000,36,0,Rural,No
DC000554,Male,No,0,Graduate,No,490000,259800,600000,36,1,Urban,Yes
DC000555,Male,Yes,3,Graduate,No,491000,259900,601000,36,1,Urban,Yes
DC000556,Female,No,0,Graduate,No,492000,260000,602000,36,1,Urban,Yes
DC000557,Male,Yes,0,Graduate,No,493000,260100,603000,36,1,Urban,Yes
DC000558,Male,Yes,1,Graduate,No,494000,260200,604000,36,1,Urban,Yes
DC000559,Male,Yes,0,Graduate,No,495000,260300,605000,36,1,Urban,Yes
DC000560,Male,Yes,2,Graduate,No,496000,260400,606000,36,1,Urban,Yes
DC000561,Male,Yes,2,Not Graduate,Yes,38350,32280,139000,48,0,Rural,No
DC000562,Male,Yes,3,Graduate,No,497000,260500,607000,36,1,Urban,Yes
DC000563,Male,Yes,2,Graduate,No,498000,260600,608000,24,1,Urban,Yes
DC000564,Male,No,0,Graduate,No,499000,260700,609000,36,1,Urban,Yes
DC000565,Male,Yes,1,Graduate,No,500000,260800,610000,36,1,Urban,Yes
DC000566,Male,No,0,Graduate,No,501000,260900,611000,36,1,Urban,Yes
DC000567,Male,Yes,2,Graduate,No,502000,261000,612000,36,1,Urban,Yes
DC000568,Male,No,0,Graduate,No,503000,261100,613000,36,1,Urban,Yes
DC000569,Female,Yes,0,Graduate,No,504000,261200,614000,36,1,Urban,Yes
DC000570,Male,Yes,1,Graduate,No,505000,261300,615000,36,0,Rural,Yes
DC000571,Male,Yes,1,Graduate,No,506000,261400,616000,36,1,Rural,Yes
DC000572,Male,Yes,1,Graduate,No,507000,261500,617000,24,0,Rural,Yes
DC000573,Male,Yes,0,Graduate,No,508000,261600,618000,36,1,Urban,Yes
DC000574,Female,No,0,Not Graduate,Yes,38610,32150,152000,36,0,Rural,No
DC000575,Male,Yes,2,Graduate,No,509000,261700,619000,36,1,Semiurban,Yes
DC000576,Male,Yes,0,Graduate,No,510000,261800,620000,18,1,Semiurban,Yes
DC000577,Male,Yes,2,Graduate,No,511000,261900,621000,24,1,Semiurban,Yes
DC000578,Male,Yes,0,Graduate,No,512000,262000,622000,18,1,Semiurban,Yes
DC000579,Male,Yes,0,Graduate,No,513000,262100,623000,36,1,Semiurban,Yes
DC000580,Male,No,0,Not Graduate,Yes,38730,32090,158000,36,0,Rural,No
DC000581,Male,Yes,2,Not Graduate,Yes,38750,32080,159000,36,0,Rural,No
DC000582,Male,No,1,Graduate,No,514000,262200,624000,36,1,Semiurban,Yes
DC000583,Male,Yes,0,Graduate,No,515000,262300,625000,36,1,Semiurban,Yes
DC000584,Male,Yes,2,Graduate,No,516000,262400,626000,36,1,Semiurban,Yes
DC000585,Female,No,3,Graduate,No,517000,262500,627000,18,1,Semiurban,Yes
DC000586,Male,Yes,0,Not Graduate,Yes,38850,32030,164000,36,0,Rural,No
DC000587,Male,Yes,3,Graduate,No,518000,262600,628000,36,1,Semiurban,Yes
DC000588,Male,No,0,Graduate,No,519000,262700,629000,36,1,Semiurban,Yes
DC000589,Female,Yes,1,Graduate,No,520000,262800,630000,36,1,Semiurban,Yes
DC000590,Male,Yes,0,Not Graduate,Yes,38930,31990,168000,24,0,Rural,No
DC000591,Male,Yes,1,Graduate,No,521000,262900,631000,36,1,Semiurban,Yes
DC000592,Male,Yes,2,Not Graduate,Yes,38970,31970,170000,36,0,Rural,No
DC000593,Male,Yes,0,Graduate,No,522000,263000,632000,36,1,Semiurban,Yes
DC000594,Female,No,0,Graduate,No,523000,263100,633000,36,1,Semiurban,Yes
DC000595,Male,Yes,3,Graduate,No,524000,263200,634000,24,1,Semiurban,Yes
DC000596,Male,Yes,1,Graduate,No,525000,263300,635000,36,1,Semiurban,Yes
DC000597,Male,Yes,2,Graduate,No,526000,263400,636000,36,1,Semiurban,Yes
DC000598,Female,No,0,Graduate,No,527000,263500,637000,36,1,Semiurban,Yes
DC000599,Male,No,0,Graduate,No,528000,263600,638000,36,1,Semiurban,Yes
DC000600,Male,Yes,1,Graduate,No,529000,263700,639000,36,1,Semiurban,Yes
DC000601,Male,Yes,0,Graduate,No,530000,263800,640000,36,1,Semiurban,Yes
DC000602,Male,Yes,0,Not Graduate,Yes,39170,31870,180000,36,0,Rural,No
DC000603,Male,No,0,Graduate,No,531000,263900,641000,36,1,Semiurban,Yes
DC000604,Male,Yes,2,Graduate,No,532000,264000,642000,24,1,Semiurban,Yes
DC000605,Male,Yes,0,Not Graduate,Yes,39230,31840,183000,36,0,Rural,No
DC000606,Male,Yes,3,Graduate,No,533000,264100,643000,36,1,Semiurban,Yes
DC000607,Male,Yes,2,Graduate,No,534000,264200,644000,36,1,Semiurban,Yes
DC000608,Male,Yes,1,Graduate,No,535000,264300,645000,24,1,Semiurban,Yes
DC000609,Male,Yes,2,Graduate,No,536000,264400,646000,36,1,Semiurban,Yes
DC000610,Male,Yes,2,Graduate,No,537000,264500,647000,36,1,Semiurban,Yes
DC000611,Male,Yes,2,Graduate,No,538000,264600,648000,36,1,Semiurban,Yes
DC000612,Male,No,0,Graduate,No,539000,264700,649000,36,1,Semiurban,Yes
DC000613,Male,Yes,2,Graduate,No,540000,264800,650000,12,1,Semiurban,Yes
DC000614,Male,No,0,Graduate,No,541000,264900,651000,36,1,Semiurban,Yes
DC000615,Male,No,1,Not Graduate,Yes,39430,31740,193000,24,0,Rural,No
DC000616,Female,No,0,Graduate,No,542000,265000,652000,36,1,Semiurban,Yes
DC000617,Male,Yes,0,Not Graduate,Yes,39470,31720,195000,36,0,Rural,No
DC000618,Male,Yes,0,Graduate,No,543000,265100,653000,24,1,Semiurban,Yes
DC000619,Male,Yes,0,Not Graduate,Yes,39510,31700,197000,36,0,Rural,No
DC000620,Male,Yes,1,Graduate,No,544000,265200,654000,36,1,Semiurban,Yes
DC000621,Male,Yes,0,Not Graduate,Yes,39550,31680,199000,36,0,Rural,No
DC000622,Male,Yes,1,Graduate,No,545000,265300,655000,36,1,Semiurban,Yes
DC000623,Male,Yes,0,Graduate,No,546000,265400,656000,36,1,Semiurban,Yes
DC000624,Male,Yes,0,Graduate,No,547000,265500,657000,36,1,Semiurban,Yes
DC000625,Male,Yes,2,Not Graduate,Yes,39630,31640,100000,36,0,Rural,No
DC000626,Male,No,0,Not Graduate,Yes,39650,31630,101000,24,0,Rural,No
DC000627,Female,No,2,Graduate,No,548000,265600,658000,36,1,Semiurban,Yes
DC000628,Male,Yes,1,Graduate,No,549000,265700,659000,36,1,Semiurban,Yes
DC000629,Male,No,0,Graduate,No,550000,265800,660000,36,1,Semiurban,Yes
DC000630,Male,No,1,Graduate,No,551000,265900,661000,36,1,Rural,Yes
DC000631,Male,Yes,0,Graduate,No,552000,266000,662000,36,1,Semiurban,Yes
DC000632,Male,No,3,Graduate,No,553000,266100,663000,36,1,Rural,Yes
DC000633,Male,Yes,0,Graduate,No,554000,266200,664000,36,1,Urban,Yes
DC000634,Male,Yes,0,Graduate,No,555000,266300,665000,24,1,Urban,Yes
